"","x"
"4828",5
"4829",9
"4830",5
"4831",5
"4832",5
"4833",9
"4834",6
"4835",8
"4836",4
"4837",7
"4838",6
"4839",9
"4840",10
"4841",7
"4842",12
"4843",5
"4844",5
"4845",6
"4846",7
"4847",6
"4848",7
"4849",5
"4850",6
"4851",9
"4852",5
"4853",7
"4854",5
"4855",7
"4856",4
"4857",8
"4858",10
"4859",7
"4860",11
"4861",9
"4862",4
"4863",5
"4864",8
"4865",7
"4866",10
"4867",5
"4868",5
"4869",8
"4870",9
"4871",10
"4872",6
"4873",7
"4874",4
"4875",9
"4876",8
"4877",6
"4878",7
"4879",10
"4880",9
"4881",7
"4882",8
"4883",9
"4884",8
"4885",7
"4886",6
"4887",6
"4888",7
"4889",6
"4890",8
"4891",10
"4892",5
"4893",6
"4894",10
"4895",5
"4896",6
"4897",12
"4898",6
"4899",4
"4900",5
"4901",11
"4902",4
"4903",6
"4904",6
"4905",7
"4906",8
"4907",6
"4908",10
"4909",5
"4910",5
"4911",6
"4912",3
"4913",6
"4914",6
"4915",7
"4916",8
"4917",8
"4918",6
"4919",5
"4920",5
"4921",6
"4922",6
"4923",6
"4924",6
"4925",5
"4926",7
"4927",4
"4928",7
"4929",7
"4930",11
"4931",12
"4932",10
"4933",9
"4934",12
"4935",4
"4936",9
"4937",5
"4938",6
"4939",5
"4940",5
"4941",4
"4942",7
"4943",10
"4944",4
"4945",5
"4946",7
"4947",5
"4948",5
"4949",6
"4950",6
"4951",7
"4952",7
"4953",4
"4954",3
"4955",7
"4956",15
"4957",4
"4958",7
"4959",7
"4960",8
"4961",9
"4962",8
"4963",5
"4964",5
"4965",5
"4966",4
"4967",9
"4968",6
"4969",7
"4970",11
"4971",5
"4972",8
"4973",7
"4974",8
"4975",4
"4976",11
"4977",6
"4978",5
"4979",7
"4980",5
"4981",9
"4982",8
"4983",7
"4984",6
"4985",9
"4986",5
"4987",11
"4988",9
"4989",5
"4990",10
"4991",6
"4992",7
"4993",5
"4994",7
"4995",7
"4996",6
"4997",5
"4998",6
"4999",5
"5000",7
"5001",8
"5002",7
"5003",8
"5004",6
"5005",10
"5006",5
"5007",3
"5008",7
"5009",8
"5010",4
"5011",7
"5012",7
"5013",6
"5014",7
"5015",7
"5016",8
"5017",6
"5018",8
"5019",10
"5020",6
"5021",7
"5022",14
"5023",6
"5024",7
"5025",7
"5026",7
"5027",5
"5028",6
"5029",4
"5030",5
"5031",7
"5032",5
"5033",3
"5034",7
"5035",5
"5036",5
"5037",6
"5038",7
"5039",5
"5040",5
"5041",7
"5042",7
"5043",8
"5044",4
"5045",8
"5046",7
"5047",8
"5048",9
"5049",5
"5050",5
"5051",3
"5052",7
"5053",4
"5054",7
"5055",5
"5056",6
"5057",6
"5058",7
"5059",8
"5060",5
"5061",6
"5062",6
"5063",8
"5064",6
"5065",5
"5066",10
"5067",11
"5068",4
"5069",10
"5070",6
"5071",8
"5072",5
"5073",7
"5074",9
"5075",6
"5076",11
"5077",6
"5078",5
"5079",4
"5080",5
"5081",3
"5082",8
"5083",9
"5084",6
"5085",7
"5086",5
"5087",6
"5088",7
"5089",3
"5090",5
"5091",4
"5092",9
"5093",6
"5094",5
"5095",10
"5096",6
"5097",8
"5098",4
"5099",6
"5100",6
"5101",7
"5102",5
"5103",3
"5104",7
"5105",3
"5106",3
"5107",6
"5108",10
"5109",7
"5110",7
"5111",8
"5112",8
"5113",6
"5114",4
"5115",12
"5116",5
"5117",11
"5118",9
"5119",7
"5120",5
"5121",6
"5122",8
"5123",4
"5124",6
"5125",7
"5126",9
"5127",12
"5128",6
"5129",8
"5130",6
"5131",10
"5132",5
"5133",4
"5134",4
"5135",6
"5136",8
"5137",4
"5138",4
"5139",7
"5140",9
"5141",4
"5142",6
"5143",7
"5144",6
"5145",6
"5146",9
"5147",6
"5148",6
"5149",6
"5150",9
"5151",6
"5152",6
"5153",5
"5154",6
"5155",8
"5156",6
"5157",10
"5158",4
"5159",7
"5160",7
"5161",3
"5162",7
"5163",5
"5164",9
"5165",6
"5166",4
"5167",7
"5168",7
"5169",13
"5170",8
"5171",6
"5172",7
"5173",4
"5174",9
"5175",5
"5176",6
"5177",3
"5178",6
"5179",4
"5180",7
"5181",4
"5182",8
"5183",6
"5184",9
"5185",10
"5186",7
"5187",9
"5188",10
"5189",8
"5190",6
"5191",5
"5192",8
"5193",7
"5194",10
"5195",11
"5196",3
"5197",6
"5198",4
"5199",6
"5200",4
"5201",6
"5202",7
"5203",5
"5204",7
"5205",8
"5206",6
"5207",6
"5208",6
"5209",6
"5210",4
"5211",11
"5212",5
"5213",3
"5214",4
"5215",7
"5216",7
"5217",4
"5218",5
"5219",4
"5220",5
"5221",12
"5222",4
"5223",8
"5224",4
"5225",5
"5226",16
"5227",8
"5228",7
"5229",10
"5230",12
"5231",5
"5232",5
"5233",6
"5234",6
"5235",5
"5236",9
"5237",8
"5238",6
"5239",8
"5240",7
"5241",9
"5242",12
"5243",5
"5244",3
"5245",4
"5246",5
"5247",6
"5248",4
"5249",5
"5250",10
"5251",5
"5252",5
"5253",3
"5254",5
"5255",7
"5256",7
"5257",3
"5258",6
"5259",6
"5260",4
"5261",7
"5262",9
"5263",6
"5264",4
"5265",7
"5266",7
"5267",9
"5268",8
"5269",15
"5270",6
"5271",4
"5272",4
"5273",5
"5274",7
"5275",4
"5276",3
"5277",5
"5278",9
"5279",7
"5280",3
"5281",6
"5282",8
"5283",5
"5284",5
"5285",6
"5286",5
"5287",10
"5288",6
"5289",7
"5290",8
"5291",4
"5292",8
"5293",7
"5294",4
"5295",6
"5296",5
"5297",5
"5298",10
"5299",7
"5300",5
"5301",8
"5302",8
"5303",5
"5304",11
"5305",7
"5306",9
"5307",7
"5308",7
"5309",4
"5310",11
"5311",8
"5312",9
"5313",6
"5314",9
"5315",7
"5316",6
"5317",10
"5318",6
"5319",5
"5320",4
"5321",13
"5322",5
"5323",6
"5324",5
"5325",5
"5326",8
"5327",7
"5328",4
"5329",4
"5330",4
"5331",5
"5332",7
"5333",5
"5334",3
"5335",6
"5336",9
"5337",7
"5338",4
"5339",7
"5340",6
"5341",4
"5342",7
"5343",5
"5344",3
"5345",4
"5346",6
"5347",9
"5348",6
"5349",6
"5350",7
"5351",9
"5352",8
"5353",7
"5354",7
"5355",5
"5356",4
"5357",7
"5358",8
"5359",4
"5360",6
"5361",5
"5362",3
"5363",4
"5364",5
"5365",4
"5366",4
"5367",4
"5368",8
"5369",8
"5370",5
"5371",7
"5372",6
"5373",16
"5374",9
"5375",5
"5376",6
"5377",6
"5378",3
"5379",11
"5380",6
"5381",6
"5382",10
"5383",5
"5384",5
"5385",4
"5386",6
"5387",7
"5388",8
"5389",7
"5390",6
"5391",7
"5392",7
"5393",5
"5394",6
"5395",5
"5396",6
"5397",7
"5398",10
"5399",5
"5400",4
"5401",8
"5402",13
"5403",7
"5404",6
"5405",5
"5406",10
"5407",9
"5408",3
"5409",6
"5410",4
"5411",5
"5412",4
"5413",4
"5414",8
"5415",4
"5416",9
"5417",6
"5418",6
"5419",6
"5420",6
"5421",9
"5422",4
"5423",7
"5424",10
"5425",9
"5426",10
"5427",8
"5428",3
"5429",5
"5430",7
"5431",5
"5432",6
"5433",4
"5434",5
"5435",11
"5436",6
"5437",4
"5438",8
"5439",5
"5440",3
"5441",5
"5442",5
"5443",5
"5444",4
"5445",8
"5446",4
"5447",6
"5448",9
"5449",4
"5450",12
"5451",4
"5452",6
"5453",10
"5454",7
"5455",6
"5456",6
"5457",9
"5458",7
"5459",5
"5460",7
"5461",7
"5462",5
"5463",6
"5464",5
"5465",7
"5466",6
"5467",6
"5468",4
"5469",7
"5470",8
"5471",7
"5472",10
"5473",5
"5474",4
"5475",8
"5476",7
"5477",5
"5478",8
"5479",8
"5480",9
"5481",8
"5482",9
"5483",7
"5484",8
"5485",8
"5486",10
"5487",7
"5488",6
"5489",7
"5490",5
"5491",7
"5492",12
"5493",4
"5494",6
"5495",7
"5496",5
"5497",8
"5498",5
"5499",6
"5500",3
"5501",6
"5502",8
"5503",8
"5504",7
"5505",8
"5506",5
"5507",8
"5508",7
"5509",11
"5510",7
"5511",7
"5512",5
"5513",5
"5514",5
"5515",5
"5516",9
"5517",5
"5518",5
"5519",6
"5520",7
"5521",8
"5522",9
"5523",7
"5524",5
"5525",4
"5526",5
"5527",9
"5528",5
"5529",7
"5530",4
"5531",4
"5532",10
"5533",12
"5534",8
"5535",7
"5536",5
"5537",7
"5538",11
"5539",7
"5540",10
"5541",9
"5542",6
"5543",7
"5544",6
"5545",5
"5546",5
"5547",5
"5548",5
"5549",6
"5550",6
"5551",10
"5552",7
"5553",4
"5554",7
"5555",7
"5556",16
"5557",6
"5558",8
"5559",6
"5560",7
"5561",7
"5562",8
"5563",4
"5564",5
"5565",7
"5566",7
"5567",7
"5568",7
"5569",10
"5570",10
"5571",8
"5572",4
"5573",7
"5574",8
"5575",5
"5576",8
"5577",6
"5578",4
"5579",6
"5580",10
"5581",7
"5582",6
"5583",6
"5584",9
"5585",3
"5586",3
"5587",3
"5588",14
"5589",13
"5590",4
"5591",5
"5592",3
"5593",6
"5594",10
"5595",12
"5596",5
"5597",6
"5598",4
"5599",8
"5600",6
"5601",4
"5602",9
"5603",5
"5604",6
"5605",5
"5606",6
"5607",11
"5608",4
"5609",5
"5610",10
"5611",10
"5612",3
"5613",6
"5614",6
"5615",8
"5616",8
"5617",7
"5618",5
"5619",6
"5620",5
"5621",6
"5622",7
"5623",8
"5624",8
"5625",7
"5626",8
"5627",7
"5628",6
"5629",6
"5630",8
"5631",5
"5632",8
"5633",9
"5634",6
"5635",5
"5636",4
"5637",7
"5638",7
"5639",6
"5640",7
"5641",5
"5642",7
"5643",7
"5644",10
"5645",6
"5646",5
"5647",7
"5648",5
"5649",7
"5650",9
"5651",9
"5652",4
"5653",5
"5654",7
"5655",8
"5656",7
"5657",7
"5658",8
"5659",3
"5660",7
"5661",3
"5662",6
"5663",8
"5664",7
"5665",7
"5666",5
"5667",8
"5668",6
"5669",4
"5670",9
"5671",6
"5672",6
"5673",9
"5674",7
"5675",5
"5676",6
"5677",5
"5678",4
"5679",5
"5680",5
"5681",4
"5682",3
"5683",9
"5684",7
"5685",10
"5686",5
"5687",5
"5688",7
"5689",5
"5690",6
"5691",9
"5692",8
"5693",7
"5694",8
"5695",10
"5696",6
"5697",8
"5698",4
"5699",7
"5700",10
"5701",7
"5702",8
"5703",7
"5704",10
"5705",7
"5706",6
"5707",9
"5708",7
"5709",5
"5710",7
"5711",4
"5712",10
"5713",6
"5714",4
"5715",6
"5716",7
"5717",6
"5718",8
"5719",4
"5720",3
"5721",5
"5722",4
"5723",6
"5724",8
"5725",9
"5726",8
"5727",8
"5728",7
"5729",6
"5730",11
"5731",11
"5732",5
"5733",4
"5734",7
"5735",7
"5736",10
"5737",7
"5738",5
"5739",4
"5740",7
"5741",7
"5742",9
"5743",5
"5744",5
"5745",7
"5746",3
"5747",4
"5748",3
"5749",5
"5750",5
"5751",8
"5752",12
"5753",7
"5754",9
"5755",8
"5756",11
"5757",4
"5758",8
"5759",5
"5760",4
"5761",7
"5762",3
"5763",6
"5764",3
"5765",7
"5766",5
"5767",6
"5768",8
"5769",6
"5770",9
"5771",10
"5772",6
"5773",6
"5774",6
"5775",6
"5776",7
"5777",8
"5778",7
"5779",10
"5780",4
"5781",11
"5782",6
"5783",4
"5784",6
"5785",5
"5786",9
"5787",8
"5788",8
"5789",5
"5790",6
"5791",3
"5792",4
"5793",10
"5794",5
"5795",5
"5796",3
"5797",9
"5798",7
"5799",6
"5800",7
"5801",6
"5802",4
"5803",10
"5804",10
"5805",4
"5806",5
"5807",7
"5808",26
"5809",5
"5810",5
"5811",6
"5812",5
"5813",7
"5814",4
"5815",6
"5816",4
"5817",3
"5818",11
"5819",8
"5820",7
"5821",7
"5822",6
"5823",10
"5824",5
"5825",8
"5826",12
"5827",5
"5828",7
"5829",6
"5830",4
"5831",5
"5832",7
"5833",8
"5834",6
"5835",8
"5836",9
"5837",6
"5838",7
"5839",7
"5840",7
"5841",5
"5842",9
"5843",6
"5844",9
"5845",7
"5846",4
"5847",4
"5848",6
"5849",8
"5850",6
"5851",7
"5852",5
"5853",5
"5854",5
"5855",8
"5856",5
"5857",5
"5858",7
"5859",5
"5860",11
"5861",7
"5862",10
"5863",4
"5864",8
"5865",8
"5866",6
"5867",6
"5868",3
"5869",3
"5870",8
"5871",5
"5872",10
"5873",4
"5874",3
"5875",3
"5876",4
"5877",5
"5878",10
"5879",12
"5880",12
"5881",3
"5882",8
"5883",7
"5884",6
"5885",11
"5886",6
"5887",8
"5888",5
"5889",10
"5890",4
"5891",5
"5892",8
"5893",7
"5894",4
"5895",6
"5896",8
"5897",8
"5898",9
"5899",6
"5900",6
"5901",6
"5902",6
"5903",11
"5904",5
"5905",4
"5906",4
"5907",9
"5908",6
"5909",3
"5910",5
"5911",6
"5912",5
"5913",5
"5914",4
"5915",7
"5916",12
"5917",11
"5918",3
"5919",4
"5920",7
"5921",5
"5922",6
"5923",8
"5924",5
"5925",4
"5926",5
"5927",10
"5928",5
"5929",7
"5930",7
"5931",6
"5932",6
"5933",8
"5934",10
"5935",4
"5936",8
"5937",3
"5938",5
"5939",6
"5940",6
"5941",10
"5942",6
"5943",12
"5944",9
"5945",4
"5946",7
"5947",7
"5948",4
"5949",8
"5950",6
"5951",5
"5952",9
"5953",7
"5954",6
"5955",6
"5956",9
"5957",8
"5958",8
"5959",7
"5960",4
"5961",7
"5962",5
"5963",8
"5964",4
"5965",4
"5966",10
"5967",5
"5968",7
"5969",7
"5970",6
"5971",9
"5972",6
"5973",8
"5974",7
"5975",5
"5976",6
"5977",7
"5978",5
"5979",8
"5980",6
"5981",4
"5982",7
"5983",4
"5984",8
"5985",8
"5986",7
"5987",16
"5988",13
"5989",12
"5990",7
"5991",4
"5992",6
"5993",4
"5994",6
"5995",8
"5996",7
"5997",9
"5998",7
"5999",9
"6000",9
"6001",5
"6002",6
"6003",7
"6004",6
"6005",7
"6006",5
"6007",12
"6008",9
"6009",6
"6010",4
"6011",6
"6012",10
"6013",8
"6014",4
"6015",7
"6016",5
"6017",6
"6018",8
"6019",4
"6020",7
"6021",5
"6022",8
"6023",8
"6024",10
"6025",6
"6026",9
"6027",6
"6028",6
"6029",7
"6030",4
"6031",4
"6032",8
"6033",5
"6034",6
"6035",5
"6036",7
"6037",4
"6038",7
"6039",10
"6040",5
"6041",9
"6042",5
"6043",7
"6044",5
"6045",7
"6046",7
"6047",14
"6048",7
"6049",4
"6050",5
"6051",8
"6052",7
"6053",8
"6054",10
"6055",7
"6056",8
"6057",8
"6058",6
"6059",6
"6060",8
"6061",5
"6062",5
"6063",7
"6064",5
"6065",6
"6066",9
"6067",5
"6068",4
"6069",11
"6070",9
"6071",7
"6072",7
"6073",4
"6074",11
"6075",10
"6076",6
"6077",6
"6078",5
"6079",13
"6080",5
"6081",6
"6082",5
"6083",4
"6084",4
"6085",3
"6086",5
"6087",10
"6088",4
"6089",7
"6090",4
"6091",7
"6092",5
"6093",5
"6094",5
"6095",5
"6096",12
"6097",4
"6098",6
"6099",3
"6100",6
"6101",3
"6102",4
"6103",15
"6104",3
"6105",6
"6106",4
"6107",7
"6108",7
"6109",9
"6110",7
"6111",7
"6112",8
"6113",9
"6114",6
"6115",9
"6116",7
"6117",4
"6118",5
"6119",7
"6120",9
"6121",6
"6122",11
"6123",6
"6124",8
"6125",6
"6126",4
"6127",4
"6128",6
"6129",10
"6130",8
"6131",12
"6132",7
"6133",11
"6134",8
"6135",8
"6136",8
"6137",11
"6138",8
"6139",8
"6140",5
"6141",8
"6142",4
"6143",6
"6144",7
"6145",8
"6146",5
"6147",6
"6148",6
"6149",5
"6150",11
"6151",4
"6152",6
"6153",7
"6154",8
"6155",7
"6156",9
"6157",7
"6158",8
"6159",7
"6160",6
"6161",5
"6162",8
"6163",3
"6164",9
"6165",4
"6166",6
"6167",3
"6168",8
"6169",7
"6170",8
"6171",6
"6172",6
"6173",4
"6174",7
"6175",10
"6176",9
"6177",6
"6178",7
"6179",7
"6180",9
"6181",10
"6182",6
"6183",6
"6184",4
"6185",4
"6186",4
"6187",7
"6188",11
"6189",10
"6190",3
"6191",5
"6192",9
"6193",8
"6194",6
"6195",10
"6196",4
"6197",9
"6198",6
"6199",7
"6200",8
"6201",4
"6202",5
"6203",8
"6204",6
"6205",5
"6206",6
"6207",4
"6208",7
"6209",5
"6210",4
"6211",3
"6212",6
"6213",5
"6214",5
"6215",4
"6216",10
"6217",7
"6218",4
"6219",8
"6220",7
"6221",5
"6222",7
"6223",4
"6224",5
"6225",4
"6226",5
"6227",8
"6228",9
"6229",7
"6230",6
"6231",5
"6232",10
"6233",5
"6234",6
"6235",7
"6236",8
"6237",8
"6238",10
"6239",5
"6240",7
"6241",4
"6242",3
"6243",6
"6244",7
"6245",8
"6246",8
"6247",8
"6248",9
"6249",8
"6250",3
"6251",4
"6252",7
"6253",7
"6254",4
"6255",6
"6256",7
"6257",5
"6258",4
"6259",3
"6260",7
"6261",12
"6262",10
"6263",6
"6264",6
"6265",4
"6266",6
"6267",8
"6268",5
"6269",7
"6270",6
"6271",4
"6272",7
"6273",7
"6274",5
"6275",4
"6276",7
"6277",8
"6278",7
"6279",6
"6280",10
"6281",11
"6282",9
"6283",6
"6284",5
"6285",6
"6286",5
"6287",12
"6288",13
"6289",8
"6290",6
"6291",10
"6292",5
"6293",7
"6294",5
"6295",8
"6296",7
"6297",4
"6298",12
"6299",12
"6300",4
"6301",11
"6302",4
"6303",6
"6304",5
"6305",5
"6306",6
"6307",6
"6308",5
"6309",4
"6310",7
"6311",7
"6312",9
"6313",4
"6314",7
"6315",4
"6316",4
"6317",6
"6318",4
"6319",7
"6320",10
"6321",7
"6322",5
"6323",5
"6324",7
"6325",10
"6326",6
"6327",6
"6328",7
"6329",5
"6330",6
"6331",5
"6332",7
"6333",6
"6334",6
"6335",4
"6336",8
"6337",3
"6338",5
"6339",5
"6340",6
"6341",6
"6342",7
"6343",9
"6344",8
"6345",5
"6346",6
"6347",5
"6348",5
"6349",3
"6350",8
"6351",4
"6352",3
"6353",6
"6354",3
"6355",7
"6356",6
"6357",4
"6358",8
"6359",4
"6360",4
"6361",3
"6362",8
"6363",7
"6364",4
"6365",6
"6366",6
"6367",7
"6368",6
"6369",7
"6370",7
"6371",8
"6372",6
"6373",6
"6374",7
"6375",4
"6376",7
"6377",8
"6378",7
"6379",4
"6380",8
"6381",7
"6382",6
"6383",4
"6384",6
"6385",5
"6386",5
"6387",7
"6388",9
"6389",6
"6390",5
"6391",7
"6392",8
"6393",9
"6394",7
"6395",7
"6396",8
"6397",7
"6398",6
"6399",5
"6400",6
"6401",9
"6402",6
"6403",6
"6404",8
"6405",8
"6406",4
"6407",6
"6408",8
"6409",4
"6410",4
"6411",10
"6412",3
"6413",10
"6414",4
"6415",12
"6416",6
"6417",5
"6418",9
"6419",7
"6420",6
"6421",6
"6422",4
"6423",4
"6424",4
"6425",7
"6426",6
"6427",6
"6428",10
"6429",4
"6430",7
"6431",6
"6432",5
"6433",7
"6434",6
"6435",4
"6436",6
"6437",4
"6438",8
"6439",5
"6440",4
"6441",7
"6442",3
"6443",4
"6444",4
"6445",9
"6446",11
"6447",4
"6448",5
"6449",10
"6450",3
"6451",4
"6452",4
"6453",6
"6454",4
"6455",4
"6456",8
"6457",4
"6458",6
"6459",4
"6460",6
"6461",4
"6462",8
"6463",4
"6464",10
"6465",5
"6466",8
"6467",5
"6468",6
"6469",9
"6470",10
"6471",11
"6472",7
"6473",7
"6474",4
"6475",7
"6476",5
"6477",6
"6478",4
"6479",6
"6480",5
"6481",5
"6482",8
"6483",7
"6484",6
"6485",6
"6486",7
"6487",4
"6488",4
"6489",7
"6490",9
"6491",4
"6492",8
"6493",8
"6494",6
"6495",5
"6496",3
"6497",5
"6498",6
"6499",8
"6500",5
"6501",5
"6502",6
"6503",10
"6504",4
"6505",6
"6506",5
"6507",7
"6508",7
"6509",7
"6510",8
"6511",3
"6512",5
"6513",11
"6514",6
"6515",5
"6516",8
"6517",7
"6518",6
"6519",6
"6520",6
"6521",7
"6522",4
"6523",5
"6524",5
"6525",4
"6526",9
"6527",4
"6528",7
"6529",6
"6530",6
"6531",5
"6532",5
"6533",7
"6534",15
"6535",13
"6536",5
"6537",6
"6538",5
"6539",8
"6540",5
"6541",6
"6542",4
"6543",8
"6544",7
"6545",5
"6546",6
"6547",5
"6548",4
"6549",3
"6550",6
"6551",6
"6552",4
"6553",5
"6554",6
"6555",6
"6556",6
"6557",5
"6558",10
"6559",6
"6560",10
"6561",6
"6562",4
"6563",6
"6564",7
"6565",6
"6566",9
"6567",12
"6568",7
"6569",11
"6570",7
"6571",5
"6572",5
"6573",4
"6574",7
"6575",4
"6576",7
"6577",9
"6578",7
"6579",12
"6580",7
"6581",6
"6582",7
"6583",9
"6584",5
"6585",8
"6586",9
"6587",6
"6588",7
"6589",4
"6590",8
"6591",8
"6592",6
"6593",8
"6594",8
"6595",7
"6596",3
"6597",10
"6598",6
"6599",15
"6600",6
"6601",7
"6602",10
"6603",7
"6604",8
"6605",11
"6606",5
"6607",10
"6608",4
"6609",9
"6610",5
"6611",7
"6612",5
"6613",12
"6614",7
"6615",5
"6616",8
"6617",6
"6618",7
"6619",8
"6620",9
"6621",9
"6622",6
"6623",8
"6624",5
"6625",9
"6626",4
"6627",5
"6628",6
"6629",9
"6630",6
"6631",9
"6632",4
"6633",5
"6634",7
"6635",7
"6636",6
"6637",7
"6638",5
"6639",6
"6640",7
"6641",6
"6642",6
"6643",5
"6644",7
"6645",8
"6646",10
"6647",13
"6648",7
"6649",7
"6650",13
"6651",10
"6652",7
"6653",8
"6654",7
"6655",6
"6656",8
"6657",11
"6658",5
"6659",6
"6660",6
"6661",6
"6662",5
"6663",6
"6664",7
"6665",6
"6666",6
"6667",7
"6668",5
"6669",6
"6670",5
"6671",3
"6672",8
"6673",4
"6674",4
"6675",4
"6676",7
"6677",6
"6678",6
"6679",5
"6680",8
"6681",5
"6682",12
"6683",5
"6684",6
"6685",10
"6686",7
"6687",14
"6688",4
"6689",5
"6690",10
"6691",7
"6692",7
"6693",5
"6694",7
"6695",5
"6696",6
"6697",10
"6698",4
"6699",13
"6700",6
"6701",6
"6702",3
"6703",5
"6704",7
"6705",5
"6706",6
"6707",4
"6708",3
"6709",7
"6710",7
"6711",6
"6712",9
"6713",5
"6714",10
"6715",7
"6716",10
"6717",6
"6718",7
"6719",6
"6720",7
"6721",6
"6722",10
"6723",7
"6724",5
"6725",7
"6726",8
"6727",5
"6728",4
"6729",6
"6730",7
"6731",5
"6732",9
"6733",8
"6734",6
"6735",7
"6736",4
"6737",5
"6738",9
"6739",3
"6740",6
"6741",9
"6742",7
"6743",8
"6744",7
"6745",4
"6746",10
"6747",9
"6748",8
"6749",7
"6750",7
"6751",7
"6752",7
"6753",8
"6754",8
"6755",7
"6756",7
"6757",6
"6758",7
"6759",5
"6760",6
"6761",13
"6762",5
"6763",6
"6764",4
"6765",7
"6766",4
"6767",5
"6768",4
"6769",8
"6770",5
"6771",4
"6772",7
"6773",5
"6774",6
"6775",7
"6776",11
"6777",6
"6778",6
"6779",8
"6780",7
"6781",5
"6782",5
"6783",5
"6784",7
"6785",6
"6786",8
"6787",4
"6788",10
"6789",10
"6790",10
"6791",6
"6792",5
"6793",14
"6794",5
"6795",9
"6796",8
"6797",6
"6798",7
"6799",6
"6800",10
"6801",6
"6802",6
"6803",6
"6804",3
"6805",8
"6806",5
"6807",6
"6808",9
"6809",5
"6810",10
"6811",11
"6812",11
"6813",5
"6814",8
"6815",8
"6816",6
"6817",5
"6818",4
"6819",7
"6820",9
"6821",7
"6822",7
"6823",11
"6824",8
"6825",7
"6826",6
"6827",4
"6828",9
"6829",5
"6830",11
"6831",4
"6832",7
"6833",6
"6834",6
"6835",5
"6836",6
"6837",6
"6838",4
"6839",7
"6840",7
"6841",10
"6842",9
"6843",5
"6844",8
"6845",6
"6846",10
"6847",10
"6848",6
"6849",7
"6850",5
"6851",8
"6852",7
"6853",5
"6854",6
"6855",8
"6856",3
"6857",8
"6858",6
"6859",7
"6860",7
"6861",5
"6862",7
"6863",5
"6864",8
"6865",7
"6866",10
"6867",4
"6868",4
"6869",6
"6870",6
"6871",10
"6872",11
"6873",4
"6874",8
"6875",6
"6876",5
"6877",5
"6878",12
"6879",6
"6880",7
"6881",14
"6882",3
"6883",7
"6884",14
"6885",6
"6886",7
"6887",6
"6888",6
"6889",4
"6890",3
"6891",4
"6892",7
"6893",5
"6894",7
"6895",6
"6896",5
"6897",5
"6898",6
"6899",7
"6900",7
"6901",8
"6902",5
"6903",7
"6904",6
"6905",7
"6906",8
"6907",6
"6908",7
"6909",6
"6910",10
"6911",7
"6912",3
"6913",4
"6914",7
"6915",11
"6916",7
"6917",3
"6918",7
"6919",4
"6920",7
"6921",6
"6922",8
"6923",8
"6924",10
"6925",11
"6926",5
"6927",6
"6928",8
"6929",8
"6930",3
"6931",6
"6932",5
"6933",6
"6934",7
"6935",4
"6936",4
"6937",7
"6938",10
"6939",7
"6940",8
"6941",6
"6942",7
"6943",8
"6944",6
"6945",5
"6946",5
"6947",5
"6948",4
"6949",6
"6950",4
"6951",7
"6952",3
"6953",6
"6954",8
"6955",5
"6956",5
"6957",6
"6958",5
"6959",6
"6960",4
"6961",6
"6962",8
"6963",13
"6964",9
"6965",5
"6966",5
"6967",6
"6968",4
"6969",8
"6970",7
"6971",10
"6972",5
"6973",5
"6974",4
"6975",4
"6976",5
"6977",4
"6978",9
"6979",6
"6980",7
"6981",7
"6982",5
"6983",9
"6984",10
"6985",7
"6986",5
"6987",8
"6988",11
"6989",7
"6990",7
"6991",6
"6992",4
"6993",4
"6994",6
"6995",6
"6996",5
"6997",7
"6998",15
"6999",6
"7000",14
"7001",4
"7002",6
"7003",8
"7004",10
"7005",8
"7006",7
"7007",4
"7008",3
"7009",5
"7010",6
"7011",6
"7012",5
"7013",7
"7014",5
"7015",8
"7016",6
"7017",9
"7018",8
"7019",7
"7020",8
"7021",8
"7022",10
"7023",6
"7024",6
"7025",7
"7026",7
"7027",8
"7028",5
"7029",9
"7030",4
"7031",10
"7032",5
"7033",14
"7034",5
"7035",6
"7036",5
"7037",5
"7038",5
"7039",7
"7040",6
"7041",11
"7042",4
"7043",3
"7044",8
"7045",7
"7046",4
"7047",16
"7048",6
"7049",4
"7050",12
"7051",6
"7052",8
"7053",6
"7054",7
"7055",8
"7056",8
"7057",8
"7058",9
"7059",8
"7060",4
"7061",8
"7062",5
"7063",5
"7064",6
"7065",5
"7066",5
"7067",7
"7068",6
"7069",8
"7070",6
"7071",6
"7072",8
"7073",5
"7074",10
"7075",4
"7076",6
"7077",9
"7078",10
"7079",6
"7080",4
"7081",4
"7082",4
"7083",8
"7084",7
"7085",6
"7086",7
"7087",5
"7088",12
"7089",7
"7090",4
"7091",7
"7092",11
"7093",5
"7094",6
"7095",8
"7096",6
"7097",6
"7098",6
"7099",8
"7100",9
"7101",9
"7102",13
"7103",5
"7104",5
"7105",6
"7106",7
"7107",5
"7108",7
"7109",5
"7110",14
"7111",10
"7112",5
"7113",6
"7114",7
"7115",7
"7116",7
"7117",11
"7118",9
"7119",4
"7120",6
"7121",6
"7122",5
"7123",6
"7124",6
"7125",4
"7126",9
"7127",4
"7128",5
"7129",6
"7130",5
"7131",3
"7132",7
"7133",5
"7134",7
"7135",7
"7136",6
"7137",5
"7138",5
"7139",9
"7140",4
"7141",6
"7142",7
"7143",8
"7144",5
"7145",7
"7146",5
"7147",4
"7148",4
"7149",7
"7150",7
"7151",5
"7152",7
"7153",8
"7154",3
"7155",7
"7156",4
"7157",4
"7158",6
"7159",7
